region,age,age_group,gender,language,education,income,response
Kherson Oblast,56,55-64,male,russian,post-secondary,60001-120000,flee
Zaporizhzhya Oblast,27,25-34,male,russian,masters-or-higher,60001-120000,stay
Kirovohrad Oblast,25,25-34,female,ukrainian,bachelors,60001-120000,stay
Poltava Oblast,18,16-24,male,ukrainian,secondary,60001-120000,stay
Vinnytsya Oblast,34,25-34,male,russian,post-secondary,60001-120000,stay
Poltava Oblast,61,55-64,male,russian,post-secondary,60001-120000,stay
Kharkiv,18,16-24,male,ukrainian,secondary,60001-120000,different
Rivne,19,16-24,male,ukrainian,bachelors,60001-120000,stay
Ternopil Oblast,21,16-24,female,ukrainian,masters-or-higher,60001-120000,different
Kharkiv,42,35-44,male,ukrainian,post-secondary,60001-120000,different
Vinnytsya Oblast,40,35-44,male,russian,bachelors,60001-120000,stay
Ivano-Frankivsk Oblast,56,55-64,male,russian,primary,60001-120000,stay
Odessa,35,35-44,male,russian,masters-or-higher,60001-120000,different
Poltava Oblast,33,25-34,female,russian,masters-or-higher,60001-120000,stay
Dnipropetrovsk Oblast,45,45-54,male,russian,secondary,60001-120000,different
Khmelnytskyi Oblast,27,25-34,female,russian,post-secondary,60001-120000,stay
Ternopil Oblast,34,25-34,male,ukrainian,masters-or-higher,60001-120000,stay
Volyn,45,45-54,female,ukrainian,post-secondary,60001-120000,flee
Lviv Oblast,21,16-24,male,ukrainian,bachelors,60001-120000,stay
Zaporizhzhya Oblast,32,25-34,female,ukrainian,masters-or-higher,60001-120000,stay
Kyiv Oblast,35,35-44,male,russian,bachelors,60001-120000,flee
Crimea,27,25-34,male,russian,bachelors,60001-120000,different
Kyiv City,40,35-44,male,ukrainian,post-secondary,60001-120000,different
Ivano-Frankivsk Oblast,21,16-24,female,ukrainian,bachelors,60001-120000,different
Khmelnytskyi Oblast,46,45-54,male,russian,masters-or-higher,60001-120000,stay
Zaporizhzhya Oblast,45,45-54,female,ukrainian,bachelors,60001-120000,stay
Vinnytsya Oblast,28,25-34,male,russian,bachelors,60001-120000,stay
Odessa,18,16-24,male,russian,primary,60001-120000,flee
Poltava Oblast,33,25-34,male,ukrainian,secondary,60001-120000,stay
Lviv Oblast,50,45-54,male,ukrainian,bachelors,60001-120000,stay
Rivne,23,16-24,female,ukrainian,bachelors,60001-120000,stay
Chernihiv,27,25-34,male,russian,post-secondary,60001-120000,stay
Rivne,28,25-34,male,ukrainian,secondary,60001-120000,stay
Kyiv City,23,16-24,female,ukrainian,bachelors,60001-120000,different
Kyiv City,30,25-34,female,ukrainian,masters-or-higher,60001-120000,different
Ivano-Frankivsk Oblast,19,16-24,male,ukrainian,post-secondary,60001-120000,stay
Cherkasy Oblast,41,35-44,male,russian,bachelors,60001-120000,stay
Kyiv Oblast,30,25-34,male,ukrainian,bachelors,60001-120000,stay
Kharkiv,38,35-44,male,russian,secondary,60001-120000,stay
Chernivtsi Oblast,36,35-44,male,ukrainian,secondary,60001-120000,different
Dnipropetrovsk Oblast,36,35-44,female,ukrainian,post-secondary,60001-120000,flee
Kyiv Oblast,24,16-24,female,russian,bachelors,60001-120000,flee
Lviv Oblast,62,55-64,male,ukrainian,secondary,60001-120000,flee
Vinnytsya Oblast,29,25-34,male,ukrainian,bachelors,60001-120000,stay
Kirovohrad Oblast,47,45-54,male,russian,post-secondary,60001-120000,stay
Lviv Oblast,16,16-24,female,ukrainian,post-secondary,60001-120000,stay
Kyiv City,52,45-54,male,ukrainian,post-secondary,60001-120000,flee
Rivne,25,25-34,male,ukrainian,primary,60001-120000,stay
Ivano-Frankivsk Oblast,38,35-44,female,ukrainian,post-secondary,60001-120000,different
Vinnytsya Oblast,39,35-44,male,ukrainian,secondary,60001-120000,stay
Dnipropetrovsk Oblast,45,45-54,male,ukrainian,masters-or-higher,60001-120000,flee
Kyiv City,36,35-44,male,ukrainian,post-secondary,60001-120000,flee
Vinnytsya Oblast,32,25-34,female,russian,bachelors,60001-120000,stay
Kyiv City,18,16-24,female,russian,bachelors,60001-120000,stay
Kyiv City,33,25-34,male,russian,bachelors,60001-120000,stay
Dnipropetrovsk Oblast,58,55-64,female,ukrainian,post-secondary,60001-120000,stay
Lviv Oblast,18,16-24,male,russian,post-secondary,60001-120000,flee
Kharkiv,20,16-24,female,ukrainian,bachelors,60001-120000,flee
Donetsk Oblast,52,45-54,male,russian,bachelors,60001-120000,flee
Dnipropetrovsk Oblast,40,35-44,male,ukrainian,masters-or-higher,60001-120000,flee
Kharkiv,45,45-54,male,ukrainian,masters-or-higher,60001-120000,stay
Sumy,21,16-24,female,ukrainian,masters-or-higher,60001-120000,flee
Lviv Oblast,45,45-54,male,ukrainian,post-secondary,60001-120000,stay
Chernihiv,51,45-54,female,ukrainian,masters-or-higher,60001-120000,stay
Ternopil Oblast,25,25-34,male,ukrainian,post-secondary,60001-120000,stay
Kirovohrad Oblast,98,65+,male,russian,masters-or-higher,60001-120000,flee
Khmelnytskyi Oblast,31,25-34,female,ukrainian,bachelors,60001-120000,stay
Transcarpathia,35,35-44,female,ukrainian,masters-or-higher,60001-120000,stay
Dnipropetrovsk Oblast,64,55-64,female,russian,masters-or-higher,60001-120000,flee
Lviv Oblast,21,16-24,female,ukrainian,post-secondary,60001-120000,stay
Odessa,98,65+,male,ukrainian,post-secondary,60001-120000,flee
Zaporizhzhya Oblast,39,35-44,male,russian,bachelors,60001-120000,stay
Donetsk Oblast,37,35-44,female,russian,primary,60001-120000,flee
Crimea,18,16-24,male,russian,primary,60001-120000,stay
Vinnytsya Oblast,22,16-24,male,ukrainian,secondary,60001-120000,stay
Luhansk,36,35-44,male,ukrainian,bachelors,60001-120000,flee
Kyiv City,33,25-34,female,ukrainian,post-secondary,60001-120000,different
Kharkiv,20,16-24,male,russian,bachelors,60001-120000,flee
Luhansk,26,25-34,male,russian,post-secondary,60001-120000,flee
Dnipropetrovsk Oblast,36,35-44,male,russian,secondary,60001-120000,different
Cherkasy Oblast,32,25-34,female,russian,post-secondary,60001-120000,different
Dnipropetrovsk Oblast,40,35-44,male,ukrainian,secondary,60001-120000,stay
Ivano-Frankivsk Oblast,26,25-34,female,ukrainian,post-secondary,60001-120000,flee
Kyiv City,48,45-54,female,ukrainian,masters-or-higher,60001-120000,stay
Zhytomyr,52,45-54,male,russian,post-secondary,60001-120000,flee
Kharkiv,34,25-34,male,russian,post-secondary,60001-120000,different
Poltava Oblast,35,35-44,male,ukrainian,post-secondary,60001-120000,stay
Kyiv City,34,25-34,male,russian,bachelors,60001-120000,stay
Vinnytsya Oblast,21,16-24,male,ukrainian,post-secondary,60001-120000,stay
Odessa,32,25-34,female,russian,bachelors,60001-120000,stay
Kyiv City,35,35-44,male,ukrainian,masters-or-higher,60001-120000,flee
Zaporizhzhya Oblast,23,16-24,male,russian,post-secondary,60001-120000,flee
Kyiv City,40,35-44,male,ukrainian,masters-or-higher,60001-120000,flee
Mykolayiv Oblast,25,25-34,male,ukrainian,bachelors,60001-120000,stay
Kyiv City,28,25-34,female,ukrainian,masters-or-higher,60001-120000,different
Dnipropetrovsk Oblast,98,65+,male,ukrainian,masters-or-higher,60001-120000,different
Chernivtsi Oblast,56,55-64,female,russian,primary,60001-120000,stay
Cherkasy Oblast,36,35-44,female,russian,post-secondary,60001-120000,stay
Crimea,27,25-34,male,russian,bachelors,60001-120000,stay
Odessa,49,45-54,male,ukrainian,bachelors,60001-120000,flee
Luhansk,35,35-44,female,russian,masters-or-higher,60001-120000,different
Lviv Oblast,20,16-24,female,ukrainian,bachelors,60001-120000,stay
Mykolayiv Oblast,63,55-64,male,ukrainian,post-secondary,60001-120000,different
Zaporizhzhya Oblast,35,35-44,male,russian,post-secondary,60001-120000,flee
Kyiv City,35,35-44,male,russian,secondary,60001-120000,different
Sumy,25,25-34,female,ukrainian,post-secondary,60001-120000,flee
Kyiv City,27,25-34,male,ukrainian,bachelors,60001-120000,stay
Khmelnytskyi Oblast,98,65+,male,ukrainian,bachelors,60001-120000,stay
Dnipropetrovsk Oblast,98,65+,female,ukrainian,masters-or-higher,60001-120000,stay
Kyiv City,22,16-24,male,ukrainian,bachelors,60001-120000,stay
Vinnytsya Oblast,25,25-34,female,russian,post-secondary,60001-120000,different
Vinnytsya Oblast,40,35-44,male,russian,post-secondary,60001-120000,stay
Odessa,25,25-34,male,russian,post-secondary,60001-120000,stay
Kyiv City,18,16-24,female,russian,secondary,60001-120000,flee
Vinnytsya Oblast,49,45-54,male,russian,bachelors,60001-120000,stay
Kirovohrad Oblast,64,55-64,male,ukrainian,masters-or-higher,60001-120000,flee
Crimea,30,25-34,male,russian,bachelors,60001-120000,stay
Odessa,39,35-44,male,russian,bachelors,60001-120000,flee
Mykolayiv Oblast,59,55-64,male,ukrainian,bachelors,60001-120000,stay
Dnipropetrovsk Oblast,52,45-54,male,russian,post-secondary,60001-120000,stay
Kyiv Oblast,48,45-54,male,ukrainian,masters-or-higher,60001-120000,stay
Ivano-Frankivsk Oblast,18,16-24,female,ukrainian,secondary,60001-120000,stay
Kirovohrad Oblast,19,16-24,female,ukrainian,post-secondary,60001-120000,different
Donetsk Oblast,38,35-44,male,russian,bachelors,60001-120000,different
Odessa,57,55-64,female,russian,post-secondary,60001-120000,flee
Lviv Oblast,35,35-44,female,ukrainian,masters-or-higher,60001-120000,different
Lviv Oblast,25,25-34,female,ukrainian,bachelors,60001-120000,different
Odessa,98,65+,male,ukrainian,secondary,60001-120000,flee
Donetsk Oblast,98,65+,female,russian,primary,60001-120000,different
Kyiv City,29,25-34,male,ukrainian,post-secondary,60001-120000,stay
Odessa,45,45-54,male,russian,bachelors,60001-120000,different
Kyiv City,19,16-24,female,ukrainian,post-secondary,60001-120000,flee
Chernihiv,25,25-34,female,ukrainian,masters-or-higher,60001-120000,different
Dnipropetrovsk Oblast,33,25-34,male,russian,bachelors,60001-120000,flee
Lviv Oblast,20,16-24,male,russian,post-secondary,60001-120000,flee
Vinnytsya Oblast,40,35-44,male,russian,secondary,60001-120000,different
Zaporizhzhya Oblast,46,45-54,male,ukrainian,post-secondary,60001-120000,stay
Lviv Oblast,98,65+,female,russian,bachelors,60001-120000,stay
Odessa,24,16-24,male,russian,masters-or-higher,60001-120000,flee
Dnipropetrovsk Oblast,28,25-34,male,ukrainian,post-secondary,60001-120000,stay
Lviv Oblast,38,35-44,male,ukrainian,bachelors,60001-120000,stay
Lviv Oblast,62,55-64,female,russian,bachelors,60001-120000,different
Dnipropetrovsk Oblast,63,55-64,female,ukrainian,post-secondary,60001-120000,stay
Donetsk Oblast,35,35-44,male,russian,bachelors,60001-120000,flee
Poltava Oblast,25,25-34,male,russian,post-secondary,60001-120000,stay
Volyn,45,45-54,male,ukrainian,bachelors,60001-120000,different
Kirovohrad Oblast,28,25-34,male,russian,primary,60001-120000,stay
Dnipropetrovsk Oblast,37,35-44,male,russian,post-secondary,60001-120000,flee
Odessa,20,16-24,male,russian,post-secondary,60001-120000,flee
Cherkasy Oblast,20,16-24,male,ukrainian,bachelors,60001-120000,stay
Poltava Oblast,37,35-44,female,russian,masters-or-higher,60001-120000,different
Volyn,16,16-24,male,ukrainian,post-secondary,60001-120000,flee
Vinnytsya Oblast,18,16-24,male,russian,post-secondary,60001-120000,flee
Mykolayiv Oblast,55,55-64,male,russian,masters-or-higher,60001-120000,stay
Ivano-Frankivsk Oblast,52,45-54,male,ukrainian,secondary,60001-120000,stay
Odessa,17,16-24,female,ukrainian,secondary,60001-120000,stay
Poltava Oblast,51,45-54,male,russian,masters-or-higher,60001-120000,different
Poltava Oblast,30,25-34,male,russian,post-secondary,60001-120000,stay
Kyiv City,19,16-24,female,ukrainian,bachelors,60001-120000,stay
Volyn,20,16-24,female,ukrainian,secondary,60001-120000,stay
Odessa,21,16-24,male,russian,bachelors,60001-120000,stay
Rivne,60,55-64,female,russian,masters-or-higher,60001-120000,different
Kyiv City,27,25-34,male,ukrainian,masters-or-higher,60001-120000,flee
Kyiv City,27,25-34,male,russian,primary,60001-120000,stay
Lviv Oblast,44,35-44,male,ukrainian,masters-or-higher,60001-120000,different
Kyiv City,24,16-24,female,russian,bachelors,60001-120000,stay
Chernivtsi Oblast,18,16-24,male,russian,bachelors,60001-120000,flee
Kyiv City,20,16-24,female,ukrainian,bachelors,60001-120000,flee
Dnipropetrovsk Oblast,36,35-44,female,russian,post-secondary,60001-120000,flee
Kyiv City,33,25-34,male,russian,post-secondary,60001-120000,different
Donetsk Oblast,26,25-34,female,russian,bachelors,60001-120000,flee
Odessa,60,55-64,male,russian,masters-or-higher,60001-120000,stay
Kharkiv,40,35-44,male,ukrainian,masters-or-higher,60001-120000,stay
Dnipropetrovsk Oblast,36,35-44,male,ukrainian,bachelors,60001-120000,stay
Vinnytsya Oblast,21,16-24,female,ukrainian,post-secondary,60001-120000,stay
Vinnytsya Oblast,18,16-24,male,ukrainian,masters-or-higher,60001-120000,stay
Ternopil Oblast,20,16-24,male,ukrainian,masters-or-higher,60001-120000,flee
Sumy,17,16-24,male,ukrainian,secondary,60001-120000,flee
Donetsk Oblast,39,35-44,male,russian,secondary,60001-120000,stay
Kyiv City,64,55-64,male,ukrainian,masters-or-higher,60001-120000,stay
Vinnytsya Oblast,51,45-54,male,ukrainian,post-secondary,60001-120000,different
Zaporizhzhya Oblast,36,35-44,female,russian,post-secondary,60001-120000,stay
Kyiv City,28,25-34,female,ukrainian,bachelors,60001-120000,stay
Zaporizhzhya Oblast,35,35-44,female,ukrainian,primary,60001-120000,stay
Zaporizhzhya Oblast,49,45-54,male,ukrainian,masters-or-higher,60001-120000,stay
Kyiv City,31,25-34,male,ukrainian,bachelors,60001-120000,flee
Kyiv City,98,65+,male,ukrainian,post-secondary,60001-120000,stay
Kyiv City,55,55-64,male,russian,post-secondary,60001-120000,flee
Kyiv City,16,16-24,female,ukrainian,secondary,60001-120000,stay
Lviv Oblast,25,25-34,male,ukrainian,bachelors,60001-120000,stay
Vinnytsya Oblast,29,25-34,female,russian,bachelors,60001-120000,stay
Ternopil Oblast,98,65+,male,ukrainian,post-secondary,60001-120000,stay
Ivano-Frankivsk Oblast,19,16-24,female,ukrainian,secondary,60001-120000,flee
Kyiv City,30,25-34,male,ukrainian,post-secondary,60001-120000,flee
Mykolayiv Oblast,16,16-24,male,russian,primary,60001-120000,stay
Dnipropetrovsk Oblast,38,35-44,male,ukrainian,post-secondary,60001-120000,different
Kyiv City,38,35-44,female,ukrainian,post-secondary,60001-120000,flee
Crimea,41,35-44,male,russian,post-secondary,60001-120000,flee
Poltava Oblast,32,25-34,female,ukrainian,bachelors,60001-120000,flee
Donetsk Oblast,29,25-34,male,russian,post-secondary,60001-120000,stay
Kyiv City,23,16-24,female,ukrainian,bachelors,60001-120000,stay
Khmelnytskyi Oblast,34,25-34,female,ukrainian,bachelors,60001-120000,stay
Kyiv City,22,16-24,male,russian,masters-or-higher,60001-120000,flee
Dnipropetrovsk Oblast,24,16-24,female,russian,bachelors,60001-120000,different
Kyiv City,43,35-44,male,ukrainian,masters-or-higher,60001-120000,stay
Kyiv City,98,65+,male,ukrainian,post-secondary,60001-120000,stay
Ivano-Frankivsk Oblast,48,45-54,male,ukrainian,masters-or-higher,60001-120000,stay
Volyn,44,35-44,male,ukrainian,bachelors,60001-120000,stay
Rivne,48,45-54,male,ukrainian,masters-or-higher,60001-120000,stay
Kharkiv,31,25-34,male,ukrainian,post-secondary,60001-120000,different
Sebastopol City,34,25-34,male,russian,post-secondary,60001-120000,flee
Ivano-Frankivsk Oblast,42,35-44,male,russian,masters-or-higher,60001-120000,stay
Kirovohrad Oblast,20,16-24,male,russian,bachelors,60001-120000,stay
Kirovohrad Oblast,21,16-24,male,ukrainian,post-secondary,60001-120000,stay
Zhytomyr,48,45-54,female,ukrainian,masters-or-higher,60001-120000,stay
Kyiv City,45,45-54,male,ukrainian,masters-or-higher,60001-120000,stay
Dnipropetrovsk Oblast,51,45-54,male,ukrainian,post-secondary,60001-120000,different
Sumy,36,35-44,male,russian,masters-or-higher,60001-120000,flee
Dnipropetrovsk Oblast,22,16-24,male,russian,post-secondary,60001-120000,stay
Odessa,27,25-34,male,ukrainian,secondary,60001-120000,flee
Sebastopol City,40,35-44,male,russian,bachelors,60001-120000,different
Poltava Oblast,34,25-34,female,russian,secondary,60001-120000,flee
Chernivtsi Oblast,22,16-24,male,ukrainian,post-secondary,60001-120000,different
Cherkasy Oblast,37,35-44,male,ukrainian,secondary,60001-120000,stay
Dnipropetrovsk Oblast,23,16-24,male,russian,post-secondary,60001-120000,different
Lviv Oblast,38,35-44,male,ukrainian,masters-or-higher,60001-120000,stay
Chernivtsi Oblast,19,16-24,male,ukrainian,post-secondary,60001-120000,stay
Vinnytsya Oblast,39,35-44,male,ukrainian,post-secondary,60001-120000,stay
Crimea,25,25-34,male,russian,bachelors,60001-120000,different
Vinnytsya Oblast,34,25-34,female,russian,masters-or-higher,60001-120000,stay
Crimea,43,35-44,male,russian,masters-or-higher,60001-120000,different
Chernihiv,26,25-34,male,ukrainian,bachelors,60001-120000,stay
Zaporizhzhya Oblast,32,25-34,male,ukrainian,bachelors,60001-120000,flee
Lviv Oblast,27,25-34,female,ukrainian,masters-or-higher,60001-120000,stay
Cherkasy Oblast,28,25-34,female,ukrainian,masters-or-higher,60001-120000,different
Kyiv City,98,65+,female,ukrainian,masters-or-higher,60001-120000,stay
Vinnytsya Oblast,44,35-44,male,ukrainian,bachelors,60001-120000,stay
Vinnytsya Oblast,28,25-34,male,ukrainian,masters-or-higher,60001-120000,stay
Khmelnytskyi Oblast,20,16-24,male,ukrainian,bachelors,60001-120000,stay
Mykolayiv Oblast,53,45-54,male,russian,post-secondary,60001-120000,different
Vinnytsya Oblast,41,35-44,female,ukrainian,post-secondary,60001-120000,stay
Donetsk Oblast,23,16-24,male,russian,post-secondary,60001-120000,different
Odessa,98,65+,female,ukrainian,masters-or-higher,60001-120000,stay
Kyiv City,22,16-24,male,ukrainian,bachelors,60001-120000,flee
Donetsk Oblast,30,25-34,male,russian,bachelors,60001-120000,stay
Odessa,32,25-34,male,ukrainian,masters-or-higher,60001-120000,stay
Kyiv Oblast,43,35-44,male,ukrainian,bachelors,60001-120000,stay
Kyiv City,46,45-54,female,russian,masters-or-higher,60001-120000,stay
Kyiv City,26,25-34,male,russian,post-secondary,60001-120000,stay
Odessa,24,16-24,male,russian,bachelors,60001-120000,different
Crimea,22,16-24,male,russian,post-secondary,60001-120000,different
Crimea,16,16-24,male,russian,post-secondary,60001-120000,different
Lviv Oblast,26,25-34,male,ukrainian,primary,60001-120000,flee
Donetsk Oblast,98,65+,male,russian,bachelors,60001-120000,different
Dnipropetrovsk Oblast,58,55-64,male,ukrainian,post-secondary,60001-120000,stay
Khmelnytskyi Oblast,32,25-34,male,ukrainian,masters-or-higher,60001-120000,stay
Crimea,47,45-54,male,russian,bachelors,60001-120000,different
Khmelnytskyi Oblast,39,35-44,male,ukrainian,post-secondary,60001-120000,different
Lviv Oblast,17,16-24,female,ukrainian,secondary,60001-120000,flee
Kyiv City,37,35-44,male,ukrainian,post-secondary,60001-120000,stay
Kyiv City,39,35-44,male,ukrainian,bachelors,60001-120000,stay
Khmelnytskyi Oblast,34,25-34,male,ukrainian,post-secondary,60001-120000,stay
Cherkasy Oblast,55,55-64,male,ukrainian,secondary,60001-120000,stay
Kyiv City,44,35-44,female,ukrainian,post-secondary,60001-120000,different
Odessa,28,25-34,male,russian,masters-or-higher,60001-120000,flee
Dnipropetrovsk Oblast,38,35-44,male,russian,bachelors,60001-120000,stay
Lviv Oblast,57,55-64,female,ukrainian,masters-or-higher,60001-120000,different
Donetsk Oblast,49,45-54,male,russian,post-secondary,60001-120000,flee
Lviv Oblast,18,16-24,male,ukrainian,post-secondary,60001-120000,flee
Kyiv City,43,35-44,female,ukrainian,masters-or-higher,60001-120000,stay
